id,happiness,happy_num,labor,hours,marital,ballot
665,Very happy,3,Working fulltime,40,Married,Ballot a
666,Very happy,3,Working fulltime,38,Married,Ballot c
669,Not too happy,1,Working fulltime,55,Never married,Ballot c
670,Pretty happy,2,Working parttime,34,Divorced,Ballot b
672,Very happy,3,Working fulltime,43,Divorced,Ballot a
673,Pretty happy,2,Working parttime,22,Never married,Ballot c
675,Pretty happy,2,Working fulltime,40,Never married,Ballot a
676,Very happy,3,Working fulltime,50,Married,Ballot c
677,Pretty happy,2,Working fulltime,42,Never married,Ballot b
678,Pretty happy,2,Working fulltime,40,Never married,Ballot a
679,Pretty happy,2,Working fulltime,70,Never married,Ballot c
680,Pretty happy,2,Working fulltime,35,Never married,Ballot b
681,Very happy,3,Working fulltime,40,Married,Ballot c
686,Not too happy,1,Working fulltime,40,Separated,Ballot c
687,Very happy,3,Working fulltime,40,Never married,Ballot b
689,Not too happy,1,Working fulltime,36,Married,Ballot c
690,Pretty happy,2,Working fulltime,40,Married,Ballot c
691,Pretty happy,2,Working fulltime,30,Married,Ballot a
693,Very happy,3,Working fulltime,40,Separated,Ballot a
695,Pretty happy,2,Working parttime,8,Never married,Ballot c
696,Pretty happy,2,Working fulltime,40,Never married,Ballot c
697,Pretty happy,2,Working fulltime,84,Married,Ballot b
698,Not too happy,1,Working fulltime,40,Never married,Ballot b
699,Not too happy,1,Working parttime,25,Separated,Ballot a
700,Pretty happy,2,Working fulltime,40,Married,Ballot c
701,Not too happy,1,Working fulltime,84,Never married,Ballot b
705,Pretty happy,2,Working fulltime,1,Divorced,Ballot b
706,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
707,Very happy,3,Working fulltime,54,Married,Ballot c
708,Not too happy,1,Working fulltime,45,Married,Ballot b
709,Very happy,3,Working fulltime,40,Separated,Ballot a
711,Pretty happy,2,Working fulltime,72,Married,Ballot c
712,Not too happy,1,Working fulltime,77,Divorced,Ballot b
713,Very happy,3,Working fulltime,50,Married,Ballot a
714,Very happy,3,Working fulltime,40,Separated,Ballot c
716,Not too happy,1,Working fulltime,65,Separated,Ballot a
719,Pretty happy,2,Working fulltime,40,Married,Ballot a
721,Very happy,3,Working fulltime,48,Never married,Ballot a
722,Very happy,3,Working fulltime,68,Married,Ballot c
724,Not too happy,1,Working parttime,10,Never married,Ballot c
726,Very happy,3,Working fulltime,40,Divorced,Ballot b
727,Very happy,3,Working parttime,10,Married,Ballot c
728,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
731,Not too happy,1,Working parttime,25,Never married,Ballot b
734,Pretty happy,2,Working fulltime,40,Married,Ballot b
736,Very happy,3,Working fulltime,45,Married,Ballot b
737,Very happy,3,Working fulltime,60,Married,Ballot b
740,Very happy,3,Working fulltime,32,Married,Ballot c
741,Pretty happy,2,Working fulltime,48,Married,Ballot a
742,Pretty happy,2,Working fulltime,58,Divorced,Ballot a
745,Very happy,3,Working parttime,20,Married,Ballot a
746,Not too happy,1,Working parttime,30,Never married,Ballot c
747,Pretty happy,2,Working fulltime,70,Never married,Ballot a
748,Pretty happy,2,Working fulltime,55,Never married,Ballot c
749,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
750,Pretty happy,2,Working fulltime,40,Never married,Ballot b
751,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
752,Pretty happy,2,Working fulltime,40,Never married,Ballot b
753,Pretty happy,2,Working parttime,33,Never married,Ballot b
755,Pretty happy,2,Working parttime,16,Widowed,Ballot b
757,Pretty happy,2,Working fulltime,40,Married,Ballot c
758,Very happy,3,Working fulltime,40,Married,Ballot a
759,Very happy,3,Working fulltime,75,Never married,Ballot c
760,Very happy,3,Working fulltime,46,Married,Ballot a
763,Pretty happy,2,Working fulltime,40,Married,Ballot a
764,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
766,Very happy,3,Working fulltime,60,Divorced,Ballot c
768,Not too happy,1,Working parttime,20,Never married,Ballot b
769,Pretty happy,2,Working fulltime,39,Married,Ballot c
770,Pretty happy,2,Working fulltime,40,Married,Ballot a
771,Pretty happy,2,Working fulltime,60,Married,Ballot c
773,Pretty happy,2,Working fulltime,24,Divorced,Ballot a
774,Pretty happy,2,Working fulltime,40,Married,Ballot a
775,Pretty happy,2,Working parttime,21,Divorced,Ballot c
778,Pretty happy,2,Working fulltime,40,Never married,Ballot b
779,Very happy,3,Working fulltime,40,Never married,Ballot a
782,Pretty happy,2,Working fulltime,55,Never married,Ballot b
784,Very happy,3,Working fulltime,50,Married,Ballot b
785,Pretty happy,2,Working fulltime,55,Married,Ballot b
786,Pretty happy,2,Working fulltime,50,Never married,Ballot a
788,Pretty happy,2,Working fulltime,40,Never married,Ballot a
789,Not too happy,1,Working fulltime,80,Divorced,Ballot c
790,Pretty happy,2,Working fulltime,35,Married,Ballot b
791,Pretty happy,2,Working fulltime,40,Married,Ballot a
795,Very happy,3,Working parttime,26,Never married,Ballot a
796,Pretty happy,2,Working fulltime,80,Divorced,Ballot b
797,Very happy,3,Working fulltime,36,Never married,Ballot c
798,Pretty happy,2,Working parttime,27,Divorced,Ballot b
801,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
803,Pretty happy,2,Working parttime,33,Never married,Ballot b
804,Very happy,3,Working fulltime,40,Married,Ballot a
807,Pretty happy,2,Working fulltime,45,Married,Ballot a
809,Pretty happy,2,Working fulltime,60,Married,Ballot a
812,Very happy,3,Working fulltime,40,Married,Ballot a
813,Very happy,3,Working fulltime,40,Divorced,Ballot c
814,Very happy,3,Working fulltime,50,Married,Ballot b
816,Pretty happy,2,Working fulltime,48,Never married,Ballot b
820,Very happy,3,Working fulltime,48,Married,Ballot a
821,Pretty happy,2,Working fulltime,70,Separated,Ballot c
824,Not too happy,1,Working fulltime,50,Never married,Ballot c
825,Pretty happy,2,Working fulltime,50,Married,Ballot b
827,Not too happy,1,Working fulltime,24,Never married,Ballot b
828,Not too happy,1,Working fulltime,40,Separated,Ballot a
829,Not too happy,1,Working fulltime,62,Never married,Ballot c
830,Pretty happy,2,Working fulltime,61,Married,Ballot a
831,Pretty happy,2,Working fulltime,40,Never married,Ballot c
832,Very happy,3,Working fulltime,40,Married,Ballot c
834,Not too happy,1,Working fulltime,40,Widowed,Ballot c
835,Pretty happy,2,Working fulltime,50,Married,Ballot b
836,Very happy,3,Working parttime,25,Married,Ballot a
838,Pretty happy,2,Working fulltime,64,Never married,Ballot c
841,Pretty happy,2,Working fulltime,40,Married,Ballot c
844,Pretty happy,2,Working parttime,20,Divorced,Ballot b
846,Pretty happy,2,Working fulltime,40,Never married,Ballot b
847,Pretty happy,2,Working fulltime,40,Never married,Ballot a
848,Pretty happy,2,Working fulltime,40,Never married,Ballot c
849,Pretty happy,2,Working fulltime,50,Never married,Ballot b
850,Pretty happy,2,Working fulltime,32,Never married,Ballot a
852,Not too happy,1,Working fulltime,50,Never married,Ballot b
854,Very happy,3,Working parttime,15,Never married,Ballot c
855,Pretty happy,2,Working fulltime,40,Married,Ballot b
858,Pretty happy,2,Working fulltime,56,Never married,Ballot c
859,Very happy,3,Working fulltime,40,Never married,Ballot a
860,Very happy,3,Working fulltime,48,Married,Ballot c
863,Very happy,3,Working fulltime,60,Married,Ballot c
866,Pretty happy,2,Working fulltime,35,Divorced,Ballot c
867,Not too happy,1,Working fulltime,40,Never married,Ballot a
868,Pretty happy,2,Working fulltime,40,Never married,Ballot c
870,Pretty happy,2,Working fulltime,45,Married,Ballot c
875,Not too happy,1,Working fulltime,40,Married,Ballot b
880,Pretty happy,2,Working parttime,28,Never married,Ballot b
881,Pretty happy,2,Working fulltime,40,Married,Ballot a
882,Very happy,3,Working parttime,16,Married,Ballot b
883,Pretty happy,2,Working fulltime,40,Never married,Ballot a
884,Pretty happy,2,Working fulltime,45,Never married,Ballot c
885,Very happy,3,Working fulltime,40,Married,Ballot a
887,Pretty happy,2,Working fulltime,40,Married,Ballot a
888,Pretty happy,2,Working fulltime,55,Married,Ballot c
889,Not too happy,1,Working parttime,30,Widowed,Ballot b
890,Not too happy,1,Working fulltime,38,Never married,Ballot a
891,Very happy,3,Working fulltime,36,Never married,Ballot b
899,Pretty happy,2,Working parttime,6,Never married,Ballot b
900,Pretty happy,2,Working fulltime,50,Divorced,Ballot b
901,Not too happy,1,Working fulltime,60,Never married,Ballot a
903,Pretty happy,2,Working parttime,65,Never married,Ballot a
904,Pretty happy,2,Working fulltime,34,Never married,Ballot c
908,Pretty happy,2,Working fulltime,55,Divorced,Ballot b
909,Pretty happy,2,Working fulltime,45,Never married,Ballot c
913,Very happy,3,Working parttime,33,Never married,Ballot a
914,Pretty happy,2,Working fulltime,50,Married,Ballot b
916,Pretty happy,2,Working fulltime,70,Divorced,Ballot c
918,Pretty happy,2,Working fulltime,32,Married,Ballot c
920,Very happy,3,Working fulltime,40,Married,Ballot a
921,Not too happy,1,Working fulltime,45,Divorced,Ballot c
924,Very happy,3,Working fulltime,80,Married,Ballot b
926,Pretty happy,2,Working fulltime,89,Married,Ballot a
927,Pretty happy,2,Working fulltime,40,Married,Ballot c
928,Very happy,3,Working fulltime,50,Married,Ballot c
929,Very happy,3,Working fulltime,55,Married,Ballot a
930,Very happy,3,Working fulltime,40,Married,Ballot b
932,Very happy,3,Working parttime,30,Never married,Ballot b
934,Very happy,3,Working fulltime,50,Married,Ballot a
937,Not too happy,1,Working fulltime,48,Married,Ballot c
938,Very happy,3,Working fulltime,45,Married,Ballot a
939,Very happy,3,Working fulltime,40,Never married,Ballot a
940,Pretty happy,2,Working fulltime,50,Married,Ballot a
941,Pretty happy,2,Working fulltime,50,Divorced,Ballot a
942,Pretty happy,2,Working fulltime,40,Married,Ballot b
944,Very happy,3,Working fulltime,36,Married,Ballot b
945,Pretty happy,2,Working parttime,10,Never married,Ballot c
948,Very happy,3,Working fulltime,40,Divorced,Ballot c
949,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
951,Very happy,3,Working parttime,37,Separated,Ballot c
953,Not too happy,1,Working fulltime,70,Never married,Ballot c
954,Very happy,3,Working fulltime,60,Widowed,Ballot a
957,Not too happy,1,Working parttime,22,Never married,Ballot a
962,Pretty happy,2,Working fulltime,40,Never married,Ballot a
964,Pretty happy,2,Working parttime,7,Divorced,Ballot a
966,Pretty happy,2,Working parttime,33,Never married,Ballot b
967,Pretty happy,2,Working fulltime,36,Married,Ballot a
968,Very happy,3,Working fulltime,40,Married,Ballot b
969,Pretty happy,2,Working fulltime,52,Married,Ballot c
974,Not too happy,1,Working fulltime,40,Married,Ballot b
975,Not too happy,1,Working parttime,8,Never married,Ballot a
976,Pretty happy,2,Working fulltime,60,Divorced,Ballot c
977,Pretty happy,2,Working parttime,12,Married,Ballot b
978,Very happy,3,Working parttime,30,Divorced,Ballot a
980,Very happy,3,Working fulltime,40,Married,Ballot a
981,Very happy,3,Working parttime,32,Separated,Ballot b
982,Very happy,3,Working fulltime,40,Married,Ballot c
983,Pretty happy,2,Working fulltime,45,Never married,Ballot b
985,Pretty happy,2,Working fulltime,50,Married,Ballot a
987,Not too happy,1,Working fulltime,40,Divorced,Ballot c
992,Pretty happy,2,Working fulltime,40,Separated,Ballot a
994,Pretty happy,2,Working fulltime,40,Never married,Ballot a
997,Very happy,3,Working fulltime,35,Never married,Ballot a
999,Very happy,3,Working fulltime,40,Married,Ballot c
1001,Very happy,3,Working fulltime,40,Never married,Ballot c
1003,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1004,Pretty happy,2,Working fulltime,5,Married,Ballot a
1005,Not too happy,1,Working fulltime,42,Divorced,Ballot b
1007,Very happy,3,Working parttime,8,Married,Ballot c
1008,Pretty happy,2,Working fulltime,60,Divorced,Ballot b
1009,Very happy,3,Working fulltime,50,Never married,Ballot a
1012,Pretty happy,2,Working parttime,35,Never married,Ballot c
1013,Pretty happy,2,Working fulltime,57,Never married,Ballot b
1016,Very happy,3,Working fulltime,40,Widowed,Ballot b
1017,Pretty happy,2,Working fulltime,70,Never married,Ballot a
1018,Very happy,3,Working fulltime,40,Never married,Ballot c
1019,Not too happy,1,Working fulltime,42,Never married,Ballot b
1020,Pretty happy,2,Working parttime,55,Married,Ballot c
1021,Pretty happy,2,Working fulltime,72,Married,Ballot b
1022,Not too happy,1,Working parttime,36,Never married,Ballot b
1023,Pretty happy,2,Working fulltime,40,Married,Ballot a
1024,Pretty happy,2,Working parttime,37,Never married,Ballot c
1025,Very happy,3,Working fulltime,45,Married,Ballot b
1027,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1028,Pretty happy,2,Working fulltime,46,Married,Ballot a
1029,Not too happy,1,Working parttime,16,Never married,Ballot b
1030,Very happy,3,Working fulltime,44,Married,Ballot c
1031,Very happy,3,Working fulltime,40,Divorced,Ballot b
1033,Pretty happy,2,Working fulltime,50,Married,Ballot b
1034,Pretty happy,2,Working fulltime,40,Married,Ballot a
1035,Very happy,3,Working fulltime,40,Married,Ballot c
1036,Very happy,3,Working fulltime,60,Married,Ballot b
1037,Pretty happy,2,Working parttime,70,Divorced,Ballot c
1038,Very happy,3,Working fulltime,35,Never married,Ballot b
1039,Very happy,3,Working fulltime,30,Married,Ballot a
1041,Pretty happy,2,Working parttime,83,Never married,Ballot b
1042,Not too happy,1,Working fulltime,50,Divorced,Ballot a
1044,Very happy,3,Working parttime,38,Never married,Ballot c
1045,Very happy,3,Working fulltime,43,Married,Ballot a
1046,Pretty happy,2,Working fulltime,52,Divorced,Ballot c
1047,Very happy,3,Working fulltime,40,Married,Ballot a
1048,Pretty happy,2,Working fulltime,50,Married,Ballot b
1050,Very happy,3,Working fulltime,60,Married,Ballot c
1052,Pretty happy,2,Working parttime,30,Never married,Ballot a
1056,Pretty happy,2,Working fulltime,40,Never married,Ballot c
1057,Pretty happy,2,Working fulltime,40,Married,Ballot b
1059,Pretty happy,2,Working fulltime,48,Never married,Ballot c
1060,Pretty happy,2,Working parttime,60,Never married,Ballot a
1061,Pretty happy,2,Working fulltime,50,Never married,Ballot b
1062,Pretty happy,2,Working parttime,32,Never married,Ballot a
1065,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1068,Pretty happy,2,Working fulltime,32,Married,Ballot c
1069,Pretty happy,2,Working fulltime,45,Divorced,Ballot a
1070,Pretty happy,2,Working fulltime,40,Never married,Ballot c
1071,Very happy,3,Working fulltime,47,Married,Ballot a
1073,Pretty happy,2,Working fulltime,45,Never married,Ballot a
1074,Pretty happy,2,Working fulltime,55,Married,Ballot c
1078,Pretty happy,2,Working fulltime,40,Separated,Ballot b
1079,Pretty happy,2,Working fulltime,40,Never married,Ballot a
1080,Pretty happy,2,Working fulltime,40,Never married,Ballot a
1081,Pretty happy,2,Working fulltime,40,Married,Ballot b
1082,Pretty happy,2,Working fulltime,38,Never married,Ballot a
1086,Very happy,3,Working fulltime,40,Married,Ballot c
1087,Pretty happy,2,Working parttime,25,Never married,Ballot b
1088,Pretty happy,2,Working fulltime,60,Never married,Ballot a
1089,Pretty happy,2,Working fulltime,70,Divorced,Ballot c
1091,Pretty happy,2,Working fulltime,40,Married,Ballot c
1092,Pretty happy,2,Working fulltime,40,Never married,Ballot a
1095,Pretty happy,2,Working fulltime,40,Married,Ballot c
1096,Pretty happy,2,Working fulltime,20,Divorced,Ballot b
1097,Not too happy,1,Working fulltime,55,Never married,Ballot c
1098,Very happy,3,Working parttime,30,Never married,Ballot b
1100,Very happy,3,Working fulltime,32,Divorced,Ballot c
1104,Very happy,3,Working fulltime,45,Married,Ballot c
1106,Pretty happy,2,Working fulltime,55,Married,Ballot b
1107,Pretty happy,2,Working fulltime,50,Never married,Ballot a
1113,Pretty happy,2,Working parttime,8,Married,Ballot c
1115,Pretty happy,2,Working fulltime,40,Divorced,Ballot c
1116,Pretty happy,2,Working parttime,5,Widowed,Ballot b
1122,Very happy,3,Working parttime,30,Married,Ballot a
1123,Very happy,3,Working fulltime,50,Married,Ballot c
1126,Pretty happy,2,Working parttime,15,Married,Ballot c
1128,Pretty happy,2,Working parttime,36,Divorced,Ballot b
1130,Very happy,3,Working fulltime,60,Married,Ballot a
1131,Very happy,3,Working fulltime,84,Never married,Ballot c
1132,Pretty happy,2,Working fulltime,60,Divorced,Ballot a
1134,Pretty happy,2,Working fulltime,58,Divorced,Ballot c
1135,Very happy,3,Working parttime,37,Married,Ballot b
1136,Pretty happy,2,Working fulltime,40,Married,Ballot a
1137,Very happy,3,Working fulltime,45,Married,Ballot c
1138,Pretty happy,2,Working fulltime,50,Married,Ballot a
1139,Pretty happy,2,Working fulltime,30,Married,Ballot c
1142,Very happy,3,Working parttime,42,Never married,Ballot c
1144,Very happy,3,Working parttime,6,Separated,Ballot a
1145,Not too happy,1,Working fulltime,40,Separated,Ballot c
1146,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1147,Pretty happy,2,Working fulltime,60,Divorced,Ballot c
1148,Very happy,3,Working fulltime,40,Married,Ballot b
1150,Pretty happy,2,Working fulltime,40,Divorced,Ballot a
1151,Pretty happy,2,Working fulltime,46,Never married,Ballot c
1152,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1154,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1156,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1157,Pretty happy,2,Working fulltime,68,Never married,Ballot a
1158,Not too happy,1,Working fulltime,38,Divorced,Ballot c
1159,Pretty happy,2,Working fulltime,43,Separated,Ballot a
1161,Very happy,3,Working fulltime,50,Divorced,Ballot b
1162,Pretty happy,2,Working fulltime,60,Never married,Ballot a
1163,Very happy,3,Working fulltime,70,Married,Ballot c
1165,Very happy,3,Working fulltime,50,Married,Ballot a
1167,Very happy,3,Working fulltime,40,Married,Ballot b
1168,Pretty happy,2,Working fulltime,40,Never married,Ballot c
1170,Very happy,3,Working fulltime,60,Married,Ballot a
1171,Very happy,3,Working fulltime,42,Married,Ballot c
1172,Pretty happy,2,Working fulltime,45,Married,Ballot c
1175,Pretty happy,2,Working fulltime,37,Never married,Ballot a
1178,Pretty happy,2,Working fulltime,4,Married,Ballot a
1187,Pretty happy,2,Working fulltime,40,Never married,Ballot c
1189,Pretty happy,2,Working fulltime,45,Never married,Ballot a
1191,Not too happy,1,Working fulltime,40,Married,Ballot b
1192,Pretty happy,2,Working fulltime,1,Married,Ballot c
1193,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1194,Pretty happy,2,Working fulltime,60,Divorced,Ballot a
1195,Pretty happy,2,Working fulltime,63,Divorced,Ballot c
1196,Pretty happy,2,Working fulltime,50,Married,Ballot c
1197,Pretty happy,2,Working fulltime,40,Never married,Ballot a
1198,Not too happy,1,Working parttime,28,Never married,Ballot c
1200,Pretty happy,2,Working fulltime,40,Married,Ballot c
1201,Pretty happy,2,Working parttime,16,Married,Ballot c
1203,Pretty happy,2,Working fulltime,45,Never married,Ballot b
1205,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1207,Pretty happy,2,Working parttime,10,Married,Ballot c
1209,Pretty happy,2,Working fulltime,53,Divorced,Ballot a
1211,Pretty happy,2,Working fulltime,60,Never married,Ballot b
1212,Pretty happy,2,Working fulltime,60,Never married,Ballot b
1214,Not too happy,1,Working fulltime,42,Married,Ballot b
1216,Pretty happy,2,Working fulltime,46,Never married,Ballot b
1219,Pretty happy,2,Working fulltime,55,Married,Ballot a
1220,Pretty happy,2,Working fulltime,40,Married,Ballot a
1221,Pretty happy,2,Working parttime,20,Divorced,Ballot c
1222,Pretty happy,2,Working fulltime,42,Divorced,Ballot b
1224,Pretty happy,2,Working fulltime,41,Married,Ballot a
1225,Very happy,3,Working fulltime,35,Married,Ballot b
1226,Very happy,3,Working parttime,30,Married,Ballot c
1227,Pretty happy,2,Working fulltime,40,Divorced,Ballot b
1230,Very happy,3,Working fulltime,50,Married,Ballot c
1231,Pretty happy,2,Working parttime,40,Never married,Ballot b
1234,Very happy,3,Working fulltime,35,Married,Ballot c
1235,Pretty happy,2,Working fulltime,40,Married,Ballot a
1236,Pretty happy,2,Working fulltime,40,Never married,Ballot c
1237,Pretty happy,2,Working fulltime,40,Married,Ballot c
1238,Not too happy,1,Working fulltime,40,Never married,Ballot b
1239,Pretty happy,2,Working parttime,15,Married,Ballot a
1240,Very happy,3,Working fulltime,40,Married,Ballot a
1242,Pretty happy,2,Working fulltime,10,Never married,Ballot b
1243,Very happy,3,Working fulltime,50,Never married,Ballot c
1244,Pretty happy,2,Working fulltime,40,Married,Ballot a
1245,Pretty happy,2,Working fulltime,40,Never married,Ballot c
1246,Pretty happy,2,Working fulltime,32,Married,Ballot c
1247,Very happy,3,Working parttime,21,Never married,Ballot b
1248,Very happy,3,Working fulltime,60,Married,Ballot c
1249,Very happy,3,Working fulltime,55,Married,Ballot c
1250,Pretty happy,2,Working fulltime,45,Married,Ballot b
1251,Pretty happy,2,Working fulltime,45,Married,Ballot b
1253,Pretty happy,2,Working parttime,12,Never married,Ballot b
1254,Very happy,3,Working fulltime,57,Married,Ballot c
1255,Pretty happy,2,Working fulltime,40,Married,Ballot a
1256,Pretty happy,2,Working fulltime,39,Married,Ballot b
1258,Very happy,3,Working fulltime,55,Married,Ballot b
1259,Pretty happy,2,Working fulltime,70,Married,Ballot a
1262,Very happy,3,Working fulltime,40,Separated,Ballot c
1263,Not too happy,1,Working fulltime,40,Divorced,Ballot b
1264,Not too happy,1,Working parttime,16,Widowed,Ballot c
1265,Pretty happy,2,Working fulltime,35,Married,Ballot a
1268,Not too happy,1,Working fulltime,40,Never married,Ballot c
1269,Pretty happy,2,Working fulltime,56,Divorced,Ballot b
1270,Not too happy,1,Working fulltime,70,Divorced,Ballot c
1273,Pretty happy,2,Working fulltime,70,Divorced,Ballot c
1276,Not too happy,1,Working fulltime,40,Married,Ballot c
1279,Pretty happy,2,Working parttime,25,Married,Ballot b
1281,Pretty happy,2,Working fulltime,54,Married,Ballot c
1282,Pretty happy,2,Working fulltime,48,Separated,Ballot b
1284,Pretty happy,2,Working fulltime,50,Never married,Ballot c
1285,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1287,Pretty happy,2,Working fulltime,40,Married,Ballot c
1289,Pretty happy,2,Working fulltime,45,Never married,Ballot b
1291,Pretty happy,2,Working fulltime,20,Never married,Ballot b
1292,Pretty happy,2,Working fulltime,60,Married,Ballot a
1294,Not too happy,1,Working parttime,30,Never married,Ballot a
1296,Pretty happy,2,Working parttime,25,Never married,Ballot b
1297,Pretty happy,2,Working fulltime,54,Never married,Ballot a
1298,Not too happy,1,Working fulltime,40,Married,Ballot b
1299,Pretty happy,2,Working fulltime,36,Married,Ballot b
1301,Not too happy,1,Working parttime,25,Divorced,Ballot c
1302,Pretty happy,2,Working parttime,25,Never married,Ballot b
1303,Pretty happy,2,Working parttime,18,Married,Ballot c
1306,Very happy,3,Working fulltime,40,Divorced,Ballot c
1307,Pretty happy,2,Working parttime,9,Never married,Ballot a
1309,Very happy,3,Working parttime,25,Widowed,Ballot b
1310,Very happy,3,Working parttime,28,Married,Ballot a
1311,Pretty happy,2,Working fulltime,36,Never married,Ballot c
1312,Pretty happy,2,Working fulltime,60,Never married,Ballot b
1313,Very happy,3,Working fulltime,30,Separated,Ballot b
1314,Pretty happy,2,Working parttime,18,Married,Ballot a
1316,Very happy,3,Working fulltime,42,Never married,Ballot c
1322,Very happy,3,Working fulltime,40,Married,Ballot a
1323,Very happy,3,Working fulltime,50,Married,Ballot c
1324,Very happy,3,Working fulltime,40,Married,Ballot a
1327,Pretty happy,2,Working fulltime,40,Married,Ballot c
1328,Pretty happy,2,Working fulltime,40,Married,Ballot b
1329,Pretty happy,2,Working fulltime,40,Separated,Ballot a
1331,Very happy,3,Working fulltime,40,Married,Ballot b
1332,Very happy,3,Working fulltime,50,Separated,Ballot c
1333,Pretty happy,2,Working fulltime,40,Never married,Ballot b
1334,Not too happy,1,Working fulltime,10,Divorced,Ballot c
1338,Pretty happy,2,Working fulltime,40,Married,Ballot b
